name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Elijah Harkless,15,0.127,0.11699999999999999,0.5379999999999999,0.018000000000000002,0.047,1,2019-20,CSUN
Lamine Diane,13,0.07400000000000001,0.064,0.636,0.012,0.02,0.5,2019-20,CSUN
Michael Ou,8,0.15,0.125,0.5,0.182,0,0,2019-20,CSUN
Darius Brown II,8,0.071,0.073,0.667,0.024,0,0,2019-20,CSUN
Festus Ndumanya,8,0.152,0.188,0.857,0.05,0.111,1,2019-20,CSUN
Jared Pearre,6,0.077,0.071,0.6,0.055999999999999994,0,0,2019-20,CSUN
Lance Coleman II,6,0.231,0.33299999999999996,0.667,0.032,0,0,2019-20,CSUN
Brendan Harrick,5,0.182,0.16699999999999998,0.5,0,0,NA,2019-20,CSUN
Terrell Gomez,5,0.026000000000000002,0.051,1,0.006999999999999999,0,0,2019-20,CSUN
Ron Artest III,3,0.15,0.1,0.33299999999999996,0,0,NA,2019-20,CSUN
Henderson Rodney,1,0.5,1,1,NA,NA,NA,2019-20,CSUN
Total,78,0.098,0.09699999999999999,0.623,0.02,0.016,0.308,2019-20,CSUN
