shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.36200000000000004,0.635,0.09300000000000001,0.7,2019-20
2pt Jumpers,0.23199999999999998,0.335,0.062,0.35700000000000004,2019-20
3pt Shots,0.406,0.38299999999999995,0.004,0.385,2019-20
