shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.363,0.507,0.147,0.595,2013-14
2pt Jumpers,0.311,0.331,0.109,0.37200000000000005,2013-14
3pt Shots,0.326,0.33,0.006,0.332,2013-14
