shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.308,0.693,0.061,0.738,2011-12
2pt Jumpers,0.37,0.32799999999999996,0.071,0.353,2011-12
3pt Shots,0.322,0.32,0.013000000000000001,0.324,2011-12
