start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season,team
"Rebound, 0-10 s",0.20199999999999999,0.531,0.359,0.62,0.228,0.415,0.41200000000000003,0.345,2018-19,SouthernCalifornia
"Rebound, 11-30 s",0.17600000000000002,0.535,0.266,0.675,0.39399999999999996,0.341,0.34,0.434,2018-19,SouthernCalifornia
"Opp score, 0-10 s",0.057,0.49,0.363,0.757,0.265,0.48100000000000004,0.373,0.158,2018-19,SouthernCalifornia
"Opp score, 11-30 s",0.37200000000000005,0.532,0.27699999999999997,0.596,0.331,0.402,0.392,0.39799999999999996,2018-19,SouthernCalifornia
"Steal, 0-10 s",0.046,0.519,0.58,0.6809999999999999,0.099,0.125,0.321,0.231,2018-19,SouthernCalifornia
"Steal, 11-30 s",0.017,0.517,0.33299999999999996,0.5,0.4,0.5,0.267,0.375,2018-19,SouthernCalifornia
Transition,0.305,0.521,0.39299999999999996,0.657,0.21600000000000003,0.41,0.391,0.297,2018-19,SouthernCalifornia
