shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.44,0.523,0.149,0.615,2012-13
2pt Jumpers,0.228,0.353,0.052000000000000005,0.373,2012-13
3pt Shots,0.33299999999999996,0.29100000000000004,0.006999999999999999,0.293,2012-13
